"tripmode","tourmode","purpose","value","grp_var"
"9","Taxi","idisc",5886.12154720002,"idisctourmode9"
"1","School Bus","idisc",0,"idisctourmode10"
"10","School Bus","idisc",0,"idisctourmode10"
"2","School Bus","idisc",0,"idisctourmode10"
"3","School Bus","idisc",0,"idisctourmode10"
"4","School Bus","idisc",0,"idisctourmode10"
"5","School Bus","idisc",0,"idisctourmode10"
"6","School Bus","idisc",0,"idisctourmode10"
"7","School Bus","idisc",0,"idisctourmode10"
"8","School Bus","idisc",0,"idisctourmode10"
"9","School Bus","idisc",0,"idisctourmode10"
"1","Total","idisc",1096677.70145005,"idiscTotal"
"10","Total","idisc",0,"idiscTotal"
"2","Total","idisc",497281.321741356,"idiscTotal"
"3","Total","idisc",466858.504469249,"idiscTotal"
"4","Total","idisc",466563.588501548,"idiscTotal"
"5","Total","idisc",42115.9650541853,"idiscTotal"
"6","Total","idisc",44722.8391344823,"idiscTotal"
"7","Total","idisc",6387.62771081046,"idiscTotal"
"8","Total","idisc",10042.3484541646,"idiscTotal"
"9","Total","idisc",5886.12154720002,"idiscTotal"
"1","Auto SOV","jmain",0,"jmaintourmode1"
"10","Auto SOV","jmain",0,"jmaintourmode1"
"2","Auto SOV","jmain",0,"jmaintourmode1"
"3","Auto SOV","jmain",0,"jmaintourmode1"
"4","Auto SOV","jmain",0,"jmaintourmode1"
"5","Auto SOV","jmain",0,"jmaintourmode1"
"6","Auto SOV","jmain",0,"jmaintourmode1"
"7","Auto SOV","jmain",0,"jmaintourmode1"
"8","Auto SOV","jmain",0,"jmaintourmode1"
"9","Auto SOV","jmain",0,"jmaintourmode1"
"1","Auto 2 Person","jmain",0,"jmaintourmode2"
"10","Auto 2 Person","jmain",0,"jmaintourmode2"
"2","Auto 2 Person","jmain",300203.435565104,"jmaintourmode2"
"3","Auto 2 Person","jmain",0,"jmaintourmode2"
"4","Auto 2 Person","jmain",979.306252689412,"jmaintourmode2"
"5","Auto 2 Person","jmain",0,"jmaintourmode2"
"6","Auto 2 Person","jmain",0,"jmaintourmode2"
"7","Auto 2 Person","jmain",0,"jmaintourmode2"
"8","Auto 2 Person","jmain",0,"jmaintourmode2"
"9","Auto 2 Person","jmain",0,"jmaintourmode2"
"1","Auto 3+ Person","jmain",0,"jmaintourmode3"
"10","Auto 3+ Person","jmain",0,"jmaintourmode3"
"2","Auto 3+ Person","jmain",14515.1442829977,"jmaintourmode3"
"3","Auto 3+ Person","jmain",112019.977550229,"jmaintourmode3"
"4","Auto 3+ Person","jmain",215.386633959423,"jmaintourmode3"
"5","Auto 3+ Person","jmain",12.6173075899716,"jmaintourmode3"
"6","Auto 3+ Person","jmain",0,"jmaintourmode3"
"7","Auto 3+ Person","jmain",0,"jmaintourmode3"
"8","Auto 3+ Person","jmain",0,"jmaintourmode3"
"9","Auto 3+ Person","jmain",0,"jmaintourmode3"
"1","Walk","jmain",0,"jmaintourmode4"
"10","Walk","jmain",0,"jmaintourmode4"
"2","Walk","jmain",0,"jmaintourmode4"
"3","Walk","jmain",0,"jmaintourmode4"
"4","Walk","jmain",10389.5733199597,"jmaintourmode4"
"5","Walk","jmain",0,"jmaintourmode4"
"6","Walk","jmain",0,"jmaintourmode4"
"7","Walk","jmain",0,"jmaintourmode4"
"8","Walk","jmain",0,"jmaintourmode4"
"9","Walk","jmain",0,"jmaintourmode4"
"1","Bike/Moped","jmain",0,"jmaintourmode5"
"10","Bike/Moped","jmain",0,"jmaintourmode5"
"2","Bike/Moped","jmain",0,"jmaintourmode5"
"3","Bike/Moped","jmain",0,"jmaintourmode5"
"4","Bike/Moped","jmain",0,"jmaintourmode5"
"5","Bike/Moped","jmain",3539.97378129717,"jmaintourmode5"
"6","Bike/Moped","jmain",0,"jmaintourmode5"
"7","Bike/Moped","jmain",0,"jmaintourmode5"
"8","Bike/Moped","jmain",0,"jmaintourmode5"
"9","Bike/Moped","jmain",0,"jmaintourmode5"
"1","Walk-Transit","jmain",0,"jmaintourmode6"
"10","Walk-Transit","jmain",0,"jmaintourmode6"
"2","Walk-Transit","jmain",0,"jmaintourmode6"
"3","Walk-Transit","jmain",0,"jmaintourmode6"
"4","Walk-Transit","jmain",175.107816354407,"jmaintourmode6"
"5","Walk-Transit","jmain",0,"jmaintourmode6"
"6","Walk-Transit","jmain",4748.34237362555,"jmaintourmode6"
"7","Walk-Transit","jmain",0,"jmaintourmode6"
"8","Walk-Transit","jmain",41.302593781353,"jmaintourmode6"
"9","Walk-Transit","jmain",0,"jmaintourmode6"
"1","Drive-Transit","jmain",0,"jmaintourmode7"
"10","Drive-Transit","jmain",0,"jmaintourmode7"
"2","Drive-Transit","jmain",0,"jmaintourmode7"
"3","Drive-Transit","jmain",0,"jmaintourmode7"
"4","Drive-Transit","jmain",0,"jmaintourmode7"
"5","Drive-Transit","jmain",0,"jmaintourmode7"
"6","Drive-Transit","jmain",0,"jmaintourmode7"
"7","Drive-Transit","jmain",0,"jmaintourmode7"
"8","Drive-Transit","jmain",0,"jmaintourmode7"
"9","Drive-Transit","jmain",0,"jmaintourmode7"
"1","Drive-Transit","jmain",0,"jmaintourmode8"
"10","Drive-Transit","jmain",0,"jmaintourmode8"
"2","Drive-Transit","jmain",0,"jmaintourmode8"
"3","Drive-Transit","jmain",0,"jmaintourmode8"
"4","Drive-Transit","jmain",50.7118378474818,"jmaintourmode8"
"5","Drive-Transit","jmain",0,"jmaintourmode8"
"6","Drive-Transit","jmain",0,"jmaintourmode8"
"7","Drive-Transit","jmain",0,"jmaintourmode8"
"8","Drive-Transit","jmain",101.423675694964,"jmaintourmode8"
"9","Drive-Transit","jmain",0,"jmaintourmode8"
"1","Taxi","jmain",0,"jmaintourmode9"
"10","Taxi","jmain",0,"jmaintourmode9"
"2","Taxi","jmain",0,"jmaintourmode9"
"3","Taxi","jmain",0,"jmaintourmode9"
"4","Taxi","jmain",0,"jmaintourmode9"
"5","Taxi","jmain",0,"jmaintourmode9"
"6","Taxi","jmain",0,"jmaintourmode9"
"7","Taxi","jmain",0,"jmaintourmode9"
"8","Taxi","jmain",0,"jmaintourmode9"
"9","Taxi","jmain",1845.24197501129,"jmaintourmode9"
"1","School Bus","jmain",0,"jmaintourmode10"
"10","School Bus","jmain",0,"jmaintourmode10"
"2","School Bus","jmain",0,"jmaintourmode10"
"3","School Bus","jmain",0,"jmaintourmode10"
"4","School Bus","jmain",0,"jmaintourmode10"
"5","School Bus","jmain",0,"jmaintourmode10"
"6","School Bus","jmain",0,"jmaintourmode10"
"7","School Bus","jmain",0,"jmaintourmode10"
"8","School Bus","jmain",0,"jmaintourmode10"
"9","School Bus","jmain",0,"jmaintourmode10"
"1","Total","jmain",0,"jmainTotal"
"10","Total","jmain",0,"jmainTotal"
"2","Total","jmain",314718.579848101,"jmainTotal"
"3","Total","jmain",112019.977550229,"jmainTotal"
"4","Total","jmain",11810.0858608105,"jmainTotal"
"5","Total","jmain",3552.59108888714,"jmainTotal"
"6","Total","jmain",4748.34237362555,"jmainTotal"
"7","Total","jmain",0,"jmainTotal"
"8","Total","jmain",142.726269476317,"jmainTotal"
"9","Total","jmain",1845.24197501129,"jmainTotal"
"1","Auto SOV","jdisc",0,"jdisctourmode1"
"10","Auto SOV","jdisc",0,"jdisctourmode1"
"2","Auto SOV","jdisc",0,"jdisctourmode1"
"3","Auto SOV","jdisc",0,"jdisctourmode1"
"4","Auto SOV","jdisc",0,"jdisctourmode1"
"5","Auto SOV","jdisc",0,"jdisctourmode1"
"6","Auto SOV","jdisc",0,"jdisctourmode1"
"7","Auto SOV","jdisc",0,"jdisctourmode1"
"8","Auto SOV","jdisc",0,"jdisctourmode1"
"9","Auto SOV","jdisc",0,"jdisctourmode1"
"1","Auto 2 Person","jdisc",0,"jdisctourmode2"
"10","Auto 2 Person","jdisc",0,"jdisctourmode2"
"2","Auto 2 Person","jdisc",161126.759431868,"jdisctourmode2"
"3","Auto 2 Person","jdisc",0,"jdisctourmode2"
"4","Auto 2 Person","jdisc",888.460572237364,"jdisctourmode2"
"5","Auto 2 Person","jdisc",331.529459530974,"jdisctourmode2"
"6","Auto 2 Person","jdisc",0,"jdisctourmode2"
"7","Auto 2 Person","jdisc",0,"jdisctourmode2"
"8","Auto 2 Person","jdisc",0,"jdisctourmode2"
"9","Auto 2 Person","jdisc",0,"jdisctourmode2"
"1","Auto 3+ Person","jdisc",0,"jdisctourmode3"
"10","Auto 3+ Person","jdisc",0,"jdisctourmode3"
"2","Auto 3+ Person","jdisc",4281.77432948996,"jdisctourmode3"
"3","Auto 3+ Person","jdisc",98644.3084813978,"jdisctourmode3"
"4","Auto 3+ Person","jdisc",951.41058070471,"jdisctourmode3"
"5","Auto 3+ Person","jdisc",107.215055544408,"jdisctourmode3"
"6","Auto 3+ Person","jdisc",0,"jdisctourmode3"
"7","Auto 3+ Person","jdisc",0,"jdisctourmode3"
"8","Auto 3+ Person","jdisc",0,"jdisctourmode3"
"9","Auto 3+ Person","jdisc",0,"jdisctourmode3"
"1","Walk","jdisc",0,"jdisctourmode4"
"10","Walk","jdisc",0,"jdisctourmode4"
"2","Walk","jdisc",0,"jdisctourmode4"
"3","Walk","jdisc",0,"jdisctourmode4"
"4","Walk","jdisc",45414.8994397238,"jdisctourmode4"
"5","Walk","jdisc",0,"jdisctourmode4"
"6","Walk","jdisc",0,"jdisctourmode4"
"7","Walk","jdisc",0,"jdisctourmode4"
"8","Walk","jdisc",0,"jdisctourmode4"
"9","Walk","jdisc",0,"jdisctourmode4"
"1","Bike/Moped","jdisc",0,"jdisctourmode5"
"10","Bike/Moped","jdisc",0,"jdisctourmode5"
"2","Bike/Moped","jdisc",0,"jdisctourmode5"
"3","Bike/Moped","jdisc",0,"jdisctourmode5"
"4","Bike/Moped","jdisc",248.251376526425,"jdisctourmode5"
"5","Bike/Moped","jdisc",5849.30135638025,"jdisctourmode5"
"6","Bike/Moped","jdisc",0,"jdisctourmode5"
"7","Bike/Moped","jdisc",0,"jdisctourmode5"
"8","Bike/Moped","jdisc",0,"jdisctourmode5"
"9","Bike/Moped","jdisc",0,"jdisctourmode5"
"1","Walk-Transit","jdisc",0,"jdisctourmode6"
"10","Walk-Transit","jdisc",0,"jdisctourmode6"
"2","Walk-Transit","jdisc",647.599741888107,"jdisctourmode6"
"3","Walk-Transit","jdisc",109.702459739608,"jdisctourmode6"
"4","Walk-Transit","jdisc",0,"jdisctourmode6"
"5","Walk-Transit","jdisc",0,"jdisctourmode6"
"6","Walk-Transit","jdisc",1186.47084760469,"jdisctourmode6"
"7","Walk-Transit","jdisc",0,"jdisctourmode6"
"8","Walk-Transit","jdisc",0,"jdisctourmode6"
"9","Walk-Transit","jdisc",0,"jdisctourmode6"
"1","Drive-Transit","jdisc",0,"jdisctourmode7"
"10","Drive-Transit","jdisc",0,"jdisctourmode7"
"2","Drive-Transit","jdisc",0,"jdisctourmode7"
"3","Drive-Transit","jdisc",0,"jdisctourmode7"
"4","Drive-Transit","jdisc",169.536208370032,"jdisctourmode7"
"5","Drive-Transit","jdisc",0,"jdisctourmode7"
"6","Drive-Transit","jdisc",0,"jdisctourmode7"
"7","Drive-Transit","jdisc",0,"jdisctourmode7"
"8","Drive-Transit","jdisc",0,"jdisctourmode7"
"9","Drive-Transit","jdisc",0,"jdisctourmode7"
"1","Drive-Transit","jdisc",0,"jdisctourmode8"
"10","Drive-Transit","jdisc",0,"jdisctourmode8"
"2","Drive-Transit","jdisc",0,"jdisctourmode8"
"3","Drive-Transit","jdisc",0,"jdisctourmode8"
"4","Drive-Transit","jdisc",0,"jdisctourmode8"
"5","Drive-Transit","jdisc",0,"jdisctourmode8"
"6","Drive-Transit","jdisc",0,"jdisctourmode8"
"7","Drive-Transit","jdisc",0,"jdisctourmode8"
"8","Drive-Transit","jdisc",242.03292720462,"jdisctourmode8"
"9","Drive-Transit","jdisc",0,"jdisctourmode8"
"1","Taxi","jdisc",0,"jdisctourmode9"
"10","Taxi","jdisc",0,"jdisctourmode9"
"2","Taxi","jdisc",0,"jdisctourmode9"
"3","Taxi","jdisc",0,"jdisctourmode9"
"4","Taxi","jdisc",0,"jdisctourmode9"
"5","Taxi","jdisc",0,"jdisctourmode9"
"6","Taxi","jdisc",0,"jdisctourmode9"
"7","Taxi","jdisc",0,"jdisctourmode9"
"8","Taxi","jdisc",0,"jdisctourmode9"
"9","Taxi","jdisc",974.75607288546,"jdisctourmode9"
"1","School Bus","jdisc",0,"jdisctourmode10"
"10","School Bus","jdisc",0,"jdisctourmode10"
"2","School Bus","jdisc",0,"jdisctourmode10"
"3","School Bus","jdisc",0,"jdisctourmode10"
"4","School Bus","jdisc",0,"jdisctourmode10"
"5","School Bus","jdisc",0,"jdisctourmode10"
"6","School Bus","jdisc",0,"jdisctourmode10"
"7","School Bus","jdisc",0,"jdisctourmode10"
"8","School Bus","jdisc",0,"jdisctourmode10"
"9","School Bus","jdisc",0,"jdisctourmode10"
"1","Total","jdisc",0,"jdiscTotal"
"10","Total","jdisc",0,"jdiscTotal"
"2","Total","jdisc",166056.133503246,"jdiscTotal"
"3","Total","jdisc",98754.0109411374,"jdiscTotal"
"4","Total","jdisc",47672.5581775623,"jdiscTotal"
"5","Total","jdisc",6288.04587145564,"jdiscTotal"
"6","Total","jdisc",1186.47084760469,"jdiscTotal"
"7","Total","jdisc",0,"jdiscTotal"
"8","Total","jdisc",242.03292720462,"jdiscTotal"
"9","Total","jdisc",974.75607288546,"jdiscTotal"
"1","Auto SOV","atwork",266746.05427597,"atworktourmode1"
"10","Auto SOV","atwork",0,"atworktourmode1"
"2","Auto SOV","atwork",0,"atworktourmode1"
"3","Auto SOV","atwork",0,"atworktourmode1"
"4","Auto SOV","atwork",1351.91768853779,"atworktourmode1"
"5","Auto SOV","atwork",0,"atworktourmode1"
"6","Auto SOV","atwork",0,"atworktourmode1"
"7","Auto SOV","atwork",0,"atworktourmode1"
"8","Auto SOV","atwork",0,"atworktourmode1"
"9","Auto SOV","atwork",0,"atworktourmode1"
"1","Auto 2 Person","atwork",11007.6599869582,"atworktourmode2"
"10","Auto 2 Person","atwork",0,"atworktourmode2"
"2","Auto 2 Person","atwork",65564.3077084557,"atworktourmode2"
"3","Auto 2 Person","atwork",0,"atworktourmode2"
"4","Auto 2 Person","atwork",579.484561965034,"atworktourmode2"
"5","Auto 2 Person","atwork",0,"atworktourmode2"
"6","Auto 2 Person","atwork",0,"atworktourmode2"
"7","Auto 2 Person","atwork",0,"atworktourmode2"
"8","Auto 2 Person","atwork",0,"atworktourmode2"
"9","Auto 2 Person","atwork",0,"atworktourmode2"
"1","Auto 3+ Person","atwork",622.036244759516,"atworktourmode3"
"10","Auto 3+ Person","atwork",0,"atworktourmode3"
"2","Auto 3+ Person","atwork",2650.76055624513,"atworktourmode3"
"3","Auto 3+ Person","atwork",18897.8966672114,"atworktourmode3"
"4","Auto 3+ Person","atwork",389.650550875196,"atworktourmode3"
"5","Auto 3+ Person","atwork",0,"atworktourmode3"
"6","Auto 3+ Person","atwork",0,"atworktourmode3"
"7","Auto 3+ Person","atwork",0,"atworktourmode3"
"8","Auto 3+ Person","atwork",16.5372318208633,"atworktourmode3"
"9","Auto 3+ Person","atwork",0,"atworktourmode3"
"1","Walk","atwork",0,"atworktourmode4"
"10","Walk","atwork",0,"atworktourmode4"
"2","Walk","atwork",0,"atworktourmode4"
"3","Walk","atwork",0,"atworktourmode4"
"4","Walk","atwork",119649.361856255,"atworktourmode4"
"5","Walk","atwork",0,"atworktourmode4"
"6","Walk","atwork",0,"atworktourmode4"
"7","Walk","atwork",0,"atworktourmode4"
"8","Walk","atwork",0,"atworktourmode4"
"9","Walk","atwork",0,"atworktourmode4"
"1","Bike/Moped","atwork",0,"atworktourmode5"
"10","Bike/Moped","atwork",0,"atworktourmode5"
"2","Bike/Moped","atwork",0,"atworktourmode5"
"3","Bike/Moped","atwork",0,"atworktourmode5"
"4","Bike/Moped","atwork",61.5408005619404,"atworktourmode5"
"5","Bike/Moped","atwork",1303.58451596415,"atworktourmode5"
"6","Bike/Moped","atwork",0,"atworktourmode5"
"7","Bike/Moped","atwork",0,"atworktourmode5"
"8","Bike/Moped","atwork",0,"atworktourmode5"
"9","Bike/Moped","atwork",0,"atworktourmode5"
"1","Walk-Transit","atwork",2180.16939102548,"atworktourmode6"
"10","Walk-Transit","atwork",0,"atworktourmode6"
"2","Walk-Transit","atwork",29.5496186458393,"atworktourmode6"
"3","Walk-Transit","atwork",49.7995102446304,"atworktourmode6"
"4","Walk-Transit","atwork",703.101862428921,"atworktourmode6"
"5","Walk-Transit","atwork",0,"atworktourmode6"
"6","Walk-Transit","atwork",10200.3826907274,"atworktourmode6"
"7","Walk-Transit","atwork",0,"atworktourmode6"
"8","Walk-Transit","atwork",0,"atworktourmode6"
"9","Walk-Transit","atwork",0,"atworktourmode6"
"1","Drive-Transit","atwork",0,"atworktourmode7"
"10","Drive-Transit","atwork",0,"atworktourmode7"
"2","Drive-Transit","atwork",0,"atworktourmode7"
"3","Drive-Transit","atwork",0,"atworktourmode7"
"4","Drive-Transit","atwork",0,"atworktourmode7"
"5","Drive-Transit","atwork",0,"atworktourmode7"
"6","Drive-Transit","atwork",0,"atworktourmode7"
"7","Drive-Transit","atwork",0,"atworktourmode7"
"8","Drive-Transit","atwork",0,"atworktourmode7"
"9","Drive-Transit","atwork",0,"atworktourmode7"
"1","Drive-Transit","atwork",0,"atworktourmode8"
"10","Drive-Transit","atwork",0,"atworktourmode8"
"2","Drive-Transit","atwork",0,"atworktourmode8"
"3","Drive-Transit","atwork",0,"atworktourmode8"
"4","Drive-Transit","atwork",241.4432208932,"atworktourmode8"
"5","Drive-Transit","atwork",0,"atworktourmode8"
"6","Drive-Transit","atwork",0,"atworktourmode8"
"7","Drive-Transit","atwork",0,"atworktourmode8"
"8","Drive-Transit","atwork",482.987821137339,"atworktourmode8"
"9","Drive-Transit","atwork",0,"atworktourmode8"
"1","Taxi","atwork",0,"atworktourmode9"
"10","Taxi","atwork",0,"atworktourmode9"
"2","Taxi","atwork",0,"atworktourmode9"
"3","Taxi","atwork",0,"atworktourmode9"
"4","Taxi","atwork",0,"atworktourmode9"
"5","Taxi","atwork",0,"atworktourmode9"
"6","Taxi","atwork",0,"atworktourmode9"
"7","Taxi","atwork",0,"atworktourmode9"
"8","Taxi","atwork",0,"atworktourmode9"
"9","Taxi","atwork",800.104700381675,"atworktourmode9"
"1","School Bus","atwork",0,"atworktourmode10"
"10","School Bus","atwork",0,"atworktourmode10"
"2","School Bus","atwork",0,"atworktourmode10"
"3","School Bus","atwork",0,"atworktourmode10"
"4","School Bus","atwork",0,"atworktourmode10"
"5","School Bus","atwork",0,"atworktourmode10"
"6","School Bus","atwork",0,"atworktourmode10"
"7","School Bus","atwork",0,"atworktourmode10"
"8","School Bus","atwork",0,"atworktourmode10"
"9","School Bus","atwork",0,"atworktourmode10"
"1","Total","atwork",280555.919898713,"atworkTotal"
"10","Total","atwork",0,"atworkTotal"
"2","Total","atwork",68244.6178833467,"atworkTotal"
"3","Total","atwork",18947.696177456,"atworkTotal"
"4","Total","atwork",122976.500541517,"atworkTotal"
"5","Total","atwork",1303.58451596415,"atworkTotal"
"6","Total","atwork",10200.3826907274,"atworkTotal"
"7","Total","atwork",0,"atworkTotal"
"8","Total","atwork",499.525052958203,"atworkTotal"
"9","Total","atwork",800.104700381675,"atworkTotal"
"1","Auto SOV","total",5553133.95152094,"totaltourmode1"
"10","Auto SOV","total",0,"totaltourmode1"
"2","Auto SOV","total",0,"totaltourmode1"
"3","Auto SOV","total",0,"totaltourmode1"
"4","Auto SOV","total",143086.635169465,"totaltourmode1"
"5","Auto SOV","total",5640.63917017391,"totaltourmode1"
"6","Auto SOV","total",0,"totaltourmode1"
"7","Auto SOV","total",0,"totaltourmode1"
"8","Auto SOV","total",2068.4221435287,"totaltourmode1"
"9","Auto SOV","total",0,"totaltourmode1"
"1","Auto 2 Person","total",899826.478904902,"totaltourmode2"
"10","Auto 2 Person","total",0,"totaltourmode2"
"2","Auto 2 Person","total",2795785.21318856,"totaltourmode2"
"3","Auto 2 Person","total",0,"totaltourmode2"
"4","Auto 2 Person","total",106772.97182265,"totaltourmode2"
"5","Auto 2 Person","total",6191.10209438816,"totaltourmode2"
"6","Auto 2 Person","total",0,"totaltourmode2"
"7","Auto 2 Person","total",0,"totaltourmode2"
"8","Auto 2 Person","total",3359.30956875808,"totaltourmode2"
"9","Auto 2 Person","total",0,"totaltourmode2"
"1","Auto 3+ Person","total",417956.130949062,"totaltourmode3"
"10","Auto 3+ Person","total",0,"totaltourmode3"
"2","Auto 3+ Person","total",486889.880251201,"totaltourmode3"
"3","Auto 3+ Person","total",2452485.03273446,"totaltourmode3"
"4","Auto 3+ Person","total",66869.7908254137,"totaltourmode3"
"5","Auto 3+ Person","total",3343.57429081063,"totaltourmode3"
"6","Auto 3+ Person","total",0,"totaltourmode3"
"7","Auto 3+ Person","total",0,"totaltourmode3"
"8","Auto 3+ Person","total",1597.07725117889,"totaltourmode3"
"9","Auto 3+ Person","total",0,"totaltourmode3"
"1","Walk","total",0,"totaltourmode4"
"10","Walk","total",0,"totaltourmode4"
"2","Walk","total",0,"totaltourmode4"
"3","Walk","total",0,"totaltourmode4"
"4","Walk","total",801219.277246532,"totaltourmode4"
"5","Walk","total",0,"totaltourmode4"
"6","Walk","total",0,"totaltourmode4"
"7","Walk","total",0,"totaltourmode4"
"8","Walk","total",0,"totaltourmode4"
"9","Walk","total",0,"totaltourmode4"
"1","Bike/Moped","total",0,"totaltourmode5"
"10","Bike/Moped","total",0,"totaltourmode5"
"2","Bike/Moped","total",0,"totaltourmode5"
"3","Bike/Moped","total",0,"totaltourmode5"
"4","Bike/Moped","total",6851.69419559223,"totaltourmode5"
"5","Bike/Moped","total",119538.782225592,"totaltourmode5"
"6","Bike/Moped","total",0,"totaltourmode5"
"7","Bike/Moped","total",0,"totaltourmode5"
"8","Bike/Moped","total",0,"totaltourmode5"
"9","Bike/Moped","total",0,"totaltourmode5"
"1","Walk-Transit","total",57559.653181389,"totaltourmode6"
"10","Walk-Transit","total",0,"totaltourmode6"
"2","Walk-Transit","total",30951.1691910886,"totaltourmode6"
"3","Walk-Transit","total",15353.6814424766,"totaltourmode6"
"4","Walk-Transit","total",77971.6078054369,"totaltourmode6"
"5","Walk-Transit","total",5749.09323458746,"totaltourmode6"
"6","Walk-Transit","total",356129.433589099,"totaltourmode6"
"7","Walk-Transit","total",0,"totaltourmode6"
"8","Walk-Transit","total",4779.41564301978,"totaltourmode6"
"9","Walk-Transit","total",0,"totaltourmode6"
"1","Drive-Transit","total",9360.124103603,"totaltourmode7"
"10","Drive-Transit","total",0,"totaltourmode7"
"2","Drive-Transit","total",5593.73624588448,"totaltourmode7"
"3","Drive-Transit","total",4472.68016702739,"totaltourmode7"
"4","Drive-Transit","total",17936.6728519533,"totaltourmode7"
"5","Drive-Transit","total",5469.47545904031,"totaltourmode7"
"6","Drive-Transit","total",17396.6958953835,"totaltourmode7"
"7","Drive-Transit","total",47599.1293176758,"totaltourmode7"
"8","Drive-Transit","total",790.487269183476,"totaltourmode7"
"9","Drive-Transit","total",0,"totaltourmode7"
"1","Drive-Transit","total",0,"totaltourmode8"
"10","Drive-Transit","total",0,"totaltourmode8"
"2","Drive-Transit","total",0,"totaltourmode8"
"3","Drive-Transit","total",0,"totaltourmode8"
"4","Drive-Transit","total",11750.4082919708,"totaltourmode8"
"5","Drive-Transit","total",53.6171098582255,"totaltourmode8"
"6","Drive-Transit","total",0,"totaltourmode8"
"7","Drive-Transit","total",0,"totaltourmode8"
"8","Drive-Transit","total",24864.8110270083,"totaltourmode8"
"9","Drive-Transit","total",0,"totaltourmode8"
"1","Taxi","total",0,"totaltourmode9"
"10","Taxi","total",0,"totaltourmode9"
"2","Taxi","total",0,"totaltourmode9"
"3","Taxi","total",0,"totaltourmode9"
"4","Taxi","total",0,"totaltourmode9"
"5","Taxi","total",0,"totaltourmode9"
"6","Taxi","total",0,"totaltourmode9"
"7","Taxi","total",0,"totaltourmode9"
"8","Taxi","total",0,"totaltourmode9"
"9","Taxi","total",0,"totaltourmode9"
"1","School Bus","total",0,"totaltourmode10"
"10","School Bus","total",0,"totaltourmode10"
"2","School Bus","total",0,"totaltourmode10"
"3","School Bus","total",0,"totaltourmode10"
"4","School Bus","total",0,"totaltourmode10"
"5","School Bus","total",0,"totaltourmode10"
"6","School Bus","total",0,"totaltourmode10"
"7","School Bus","total",0,"totaltourmode10"
"8","School Bus","total",0,"totaltourmode10"
"9","School Bus","total",0,"totaltourmode10"
"1","Total","total",6937836.33865989,"totalTotal"
"10","Total","total",0,"totalTotal"
"2","Total","total",3319219.99887674,"totalTotal"
"3","Total","total",2472311.39434397,"totalTotal"
"4","Total","total",1232459.05820901,"totalTotal"
"5","Total","total",145986.28358445,"totalTotal"
"6","Total","total",373526.129484482,"totalTotal"
"7","Total","total",47599.1293176758,"totalTotal"
"8","Total","total",37459.5229026772,"totalTotal"
"9","Total","total",0,"totalTotal"
